_id,badge_level,cities_visited,helpful_votes,Vote_Categories,member__contribution,Contribution_Categories,member_since_year,Countries,user_Name
5b7a431940f98408e422e4e0,6,110,69,>= 10,141,>= 100,2008,UK,Carlos G
5b7a803d40f98408e4233020,6,109,69,>= 10,212,>= 100,2008,UK,Cantstoptravelling1
5b7a803d40f98408e423332d,6,104,69,>= 10,128,>= 100,2008,Norway,Ian_70_UK
5b7a504e40f98408e4230443,6,98,69,>= 10,176,>= 100,2012,Australia,TSBHRN
5b7a803d40f98408e4233694,5,88,69,>= 10,91,>= 10,2007,Netherlands,GeraldSingapore
5b7a504e40f98408e422ffb0,6,86,69,>= 10,133,>= 100,2008,UK,Bob W
5b7a72e540f98408e4231c7f,6,56,69,>= 10,82,>= 10,2008,Others,Abside24
5b7a504e40f98408e4230752,5,56,69,>= 10,57,>= 10,2006,Australia,jane02
5b7a431940f98408e422e91e,6,54,69,>= 10,49,>= 10,2007,Australia,NielsCB
5b7a2e6340f98408e422d1ad,5,44,69,>= 10,61,>= 10,2007,UK,glennysr
5b7a431940f98408e422e9e7,6,39,69,>= 10,85,>= 10,2015,UK,Sakura Dao L
5b7a504e40f98408e423050c,5,28,69,>= 10,56,>= 10,2010,Australia,Abby J
5b7a803d40f98408e42330c4,3,21,69,>= 10,20,>= 10,2011,UK,EllenGwynn
5b7a431940f98408e422f04f,6,19,69,>= 10,184,>= 100,2009,Malaysia,Homeschooling
5b7a2e6340f98408e422d135,6,17,69,>= 10,281,>= 100,2016,Thailand,Ticketytwo
5b7a72e540f98408e4231403,6,17,69,>= 10,281,>= 100,2016,Thailand,tickingmyboxes
5b7a72e540f98408e4231a06,6,17,69,>= 10,281,>= 100,2016,Thailand,tiffanydeborah
5b7a431940f98408e422eb74,5,429,68,>= 10,82,>= 10,2010,France,Kwonghow
5b7a504e40f98408e422ffd7,6,426,68,>= 10,84,>= 10,2005,US,Sue W
5b7a431940f98408e422ea70,6,341,68,>= 10,130,>= 100,2011,US,sonthaliarahul
5b7a803d40f98408e4232ec3,5,285,68,>= 10,87,>= 10,2011,US,Ashish_Gaurav
5b7a431940f98408e422e569,6,207,68,>= 10,103,>= 100,2012,UAE,Shazeerazly Z
5b7a504e40f98408e423071b,6,200,68,>= 10,109,>= 100,2009,Australia,
5b7a431940f98408e422e6dd,6,199,68,>= 10,134,>= 100,2009,US,Kenning K
5b7a2e6340f98408e422d555,6,180,68,>= 10,155,>= 100,2012,US,Katt21211
5b7a803d40f98408e423352b,6,178,68,>= 10,117,>= 100,2009,UK,bobcon2018
5b7a431940f98408e422e6ca,6,167,68,>= 10,251,>= 100,2014,UAE,Aga_Ch
5b7a803d40f98408e4233197,6,156,68,>= 10,129,>= 100,2002,UK,Jabba989
5b7a72e540f98408e4231deb,6,151,68,>= 10,200,>= 100,2011,US,shunidoji
5b7a431940f98408e422e78d,6,121,68,>= 10,243,>= 100,2007,Australia,ars127
5b7a504e40f98408e4230234,6,107,68,>= 10,191,>= 100,2010,Australia,kath106
5b7a504e40f98408e42300f7,6,103,68,>= 10,163,>= 100,2009,Australia,shansmak
5b7a72e540f98408e4231a07,6,100,68,>= 10,224,>= 100,2014,UK,keval g
5b7a431940f98408e422ead6,6,99,68,>= 10,153,>= 100,2007,Australia,Erlianti S
5b7a504e40f98408e422fd2a,6,87,68,>= 10,268,>= 100,2010,Australia,
5b7a504e40f98408e422feb6,6,77,68,>= 10,152,>= 100,2009,Australia,Lawrence B
5b7a72e540f98408e4231c44,5,77,68,>= 10,88,>= 10,2009,Indonesia,Richard John S
5b7a431940f98408e422ed3e,5,68,68,>= 10,44,>= 10,2014,Singapore,Margaret R
5b7a431940f98408e422e7d6,6,39,68,>= 10,104,>= 100,2012,Others,TrickyPerth
5b7a2e6340f98408e422d652,6,38,68,>= 10,116,>= 100,2012,US,Kaine T
5b7a2e6340f98408e422d33a,5,34,68,>= 10,87,>= 10,2011,US,Vish999
5b7a72e540f98408e4231e8c,5,25,68,>= 10,79,>= 10,2014,India,Avidtravid
5b7a803d40f98408e42334c2,6,448,67,>= 10,132,>= 100,2009,US,grif5
5b7a2e6340f98408e422d474,6,370,67,>= 10,89,>= 10,2009,Turkey,illumin0us
5b7a803d40f98408e4232dba,6,315,67,>= 10,158,>= 100,2012,UK,Rajatjainind
5b7a504e40f98408e42307a9,5,267,67,>= 10,75,>= 10,2005,UK,Apurv0192
5b7a72e540f98408e4231c5f,6,218,67,>= 10,185,>= 100,2013,Canada,DodP100
5b7a431940f98408e422e7a1,6,212,67,>= 10,213,>= 100,2009,Canada,Orville I
5b7a72e540f98408e4231ab0,6,209,67,>= 10,262,>= 100,2012,Australia,L8399QSveronicac
5b7a504e40f98408e42307a6,6,170,67,>= 10,97,>= 10,2012,New Zealand,ReviewChimp
5b7a504e40f98408e4230150,6,170,67,>= 10,74,>= 10,2010,Singapore,
5b7a431940f98408e422e836,6,120,67,>= 10,379,>= 100,2014,Singapore,queenfoodi
5b7a431940f98408e422ef0a,6,112,67,>= 10,104,>= 100,2008,UK,802phamm
5b7a431940f98408e422e7a4,6,102,67,>= 10,107,>= 100,2012,Germany,
5b7a504e40f98408e4230389,6,99,67,>= 10,120,>= 100,2008,UK,Fatima A
5b7a431940f98408e422eb5e,6,99,67,>= 10,154,>= 100,2012,US,laneydarling
5b7a2e6340f98408e422cdb1,6,96,67,>= 10,134,>= 100,2013,Singapore,NicJ72
5b7a2e6340f98408e422d2ce,6,87,67,>= 10,156,>= 100,2012,UK,
5b7a504e40f98408e422fe52,6,84,67,>= 10,155,>= 100,2008,Others,MaddieTravels91
5b7a431940f98408e422ebcb,6,83,67,>= 10,130,>= 100,2012,UK,Shazza_030711
5b7a2e6340f98408e422d3dd,5,83,67,>= 10,45,>= 10,2010,UK,Janet V
5b7a2e6340f98408e422d3dc,6,81,67,>= 10,162,>= 100,2013,UK,janet a
5b7a504e40f98408e42305bf,6,79,67,>= 10,104,>= 100,2006,US,SingaporeMartin
5b7a803d40f98408e423338a,4,74,67,>= 10,30,>= 10,2005,UK,
5b7a504e40f98408e422fdcf,5,73,67,>= 10,78,>= 10,2006,UK,Message4Melanie
5b7a504e40f98408e423000c,6,63,67,>= 10,176,>= 100,2013,Australia,544karengreaves
5b7a2e6340f98408e422d20a,6,53,67,>= 10,62,>= 10,2012,Singapore,Peter O
5b7a2e6340f98408e422d749,6,49,67,>= 10,157,>= 100,2006,UK,vgs34
5b7a504e40f98408e42306ef,5,48,67,>= 10,54,>= 10,2007,New Zealand,maggie_girl26
5b7a2e6340f98408e422d096,6,44,67,>= 10,108,>= 100,2011,UK,vasundhara_sh
5b7a431940f98408e422ec37,6,39,67,>= 10,83,>= 10,2009,Others,Debbie187047
5b7a2e6340f98408e422d426,5,38,67,>= 10,90,>= 10,2010,Australia,cruiser607
5b7a72e540f98408e4231c12,6,33,67,>= 10,128,>= 100,2012,Indonesia,AdelaideShell
5b7a2e6340f98408e422d06a,6,26,67,>= 10,145,>= 100,2009,Singapore,Acidinmyfridge
5b7a2e6340f98408e422cdfa,4,21,67,>= 10,28,>= 10,2005,UK,Ego13sg
5b7a803d40f98408e4233068,6,505,66,>= 10,110,>= 100,2010,Australia,Annie_M_3131
5b7a504e40f98408e422fe95,6,407,66,>= 10,206,>= 100,2011,Australia,Peter R
5b7a431940f98408e422e991,6,271,66,>= 10,111,>= 100,2007,Others,Roblyn H
5b7a504e40f98408e4230182,5,191,66,>= 10,84,>= 10,2013,New Zealand,Srinivas R
5b7a504e40f98408e4230235,6,177,66,>= 10,117,>= 100,2006,UK,kaySurrey
5b7a504e40f98408e423073b,6,177,66,>= 10,117,>= 100,2006,UK,kaz747
5b7a72e540f98408e4231de0,6,136,66,>= 10,119,>= 100,2013,Australia,Bretlyn
5b7a504e40f98408e422fe4b,6,111,66,>= 10,101,>= 100,2009,NA,Adrian O
5b7a504e40f98408e423029e,6,105,66,>= 10,144,>= 100,2010,Australia,FabioDaga
5b7a431940f98408e422f042,6,101,66,>= 10,119,>= 100,2010,Australia,Valentine2013
5b7a504e40f98408e423028e,6,92,66,>= 10,138,>= 100,2009,Australia,michaeldeeb
5b7a504e40f98408e4230484,6,77,66,>= 10,174,>= 100,2013,Others,Neil D
5b7a504e40f98408e42306b7,6,75,66,>= 10,160,>= 100,2007,UK,rsdarpito
5b7a431940f98408e422e775,5,64,66,>= 10,57,>= 10,2003,UK,Jane B
5b7a72e540f98408e4231c02,6,61,66,>= 10,110,>= 100,2012,Australia,waikit_0789
5b7a2e6340f98408e422cedc,6,60,66,>= 10,121,>= 100,2007,UK,Jasev
5b7a504e40f98408e4230069,6,58,66,>= 10,163,>= 100,2011,UK,Colin M
5b7a431940f98408e422ed01,6,55,66,>= 10,223,>= 100,2010,Australia,Daniel C
5b7a803d40f98408e4233415,6,53,66,>= 10,110,>= 100,2010,India,aboona
5b7a2e6340f98408e422d3a7,6,53,66,>= 10,153,>= 100,2010,US,Elsa F
5b7a431940f98408e422ee9f,5,51,66,>= 10,71,>= 10,2007,Others,Ah D
5b7a803d40f98408e42334dc,6,50,66,>= 10,131,>= 100,2012,Singapore,PjChes
5b7a2e6340f98408e422d763,6,39,66,>= 10,131,>= 100,2014,NA,AEK16
5b7a803d40f98408e4232d72,5,35,66,>= 10,77,>= 10,2010,UK,Smokiedog
5b7a504e40f98408e423067c,5,33,66,>= 10,52,>= 10,2010,Australia,KirsteenT13
5b7a2e6340f98408e422ced1,6,26,66,>= 10,51,>= 10,2012,India,suzanneo267
5b7a803d40f98408e4232ca2,4,25,66,>= 10,27,>= 10,2006,UK,bgwmeh
5b7a431940f98408e422e95d,6,24,66,>= 10,99,>= 10,2015,Australia,
5b7a504e40f98408e42303bd,6,379,65,>= 10,209,>= 100,2003,US,Scott830
5b7a803d40f98408e4233437,6,333,65,>= 10,150,>= 100,2010,UK,NG_2007
5b7a431940f98408e422e961,6,306,65,>= 10,162,>= 100,2006,US,Sophie S
5b7a803d40f98408e4232d87,6,256,65,>= 10,105,>= 100,2011,UK,birdyba
5b7a504e40f98408e422ffa7,6,243,65,>= 10,143,>= 100,2014,Australia,Yoli K
5b7a72e540f98408e4231d41,5,240,65,>= 10,58,>= 10,2008,UAE,Lylabeans33
5b7a72e540f98408e4231898,5,237,65,>= 10,61,>= 10,2007,Canada,
5b7a803d40f98408e42336be,5,175,65,>= 10,96,>= 10,2009,Others,HolidayFreakxx
5b7a2e6340f98408e422d22a,6,151,65,>= 10,188,>= 100,2016,UK,
5b7a504e40f98408e42301b5,6,151,65,>= 10,188,>= 100,2016,UK,
5b7a2e6340f98408e422d5ae,6,150,65,>= 10,123,>= 100,2010,UK,Shazz21
5b7a72e540f98408e423195c,6,146,65,>= 10,48,>= 10,2009,UK,
5b7a431940f98408e422ec35,6,127,65,>= 10,103,>= 100,2009,UK,JAW868
5b7a803d40f98408e4232d01,6,123,65,>= 10,185,>= 100,2012,UK,snworb
5b7a72e540f98408e423152a,6,123,65,>= 10,135,>= 100,2010,Singapore,tiffanymcleodf
5b7a504e40f98408e422fcad,6,112,65,>= 10,244,>= 100,2015,US,J30J
5b7a504e40f98408e423055a,6,110,65,>= 10,314,>= 100,2012,Others,awjKent
5b7a431940f98408e422ee34,6,98,65,>= 10,86,>= 10,2009,Thailand,yviroundtheworld
5b7a2e6340f98408e422ce47,5,86,65,>= 10,61,>= 10,2010,NA,Julie C
5b7a504e40f98408e422fe00,6,76,65,>= 10,170,>= 100,2013,Australia,markfR5625TF
5b7a431940f98408e422e973,5,57,65,>= 10,68,>= 10,2010,uk,Belinger
5b7a2e6340f98408e422d136,6,56,65,>= 10,136,>= 100,2012,UK,sufu13
5b7a2e6340f98408e422d526,6,55,65,>= 10,97,>= 10,2010,Others,Lisa C
5b7a504e40f98408e422ff29,6,52,65,>= 10,138,>= 100,2014,NA,Kate and Keith M
5b7a803d40f98408e423349f,5,52,65,>= 10,85,>= 10,2006,UK,Ray R
5b7a2e6340f98408e422cdd2,6,47,65,>= 10,130,>= 100,2013,Singapore,ADXBS
5b7a803d40f98408e4233543,6,45,65,>= 10,108,>= 100,2010,UAE,Annie11270
5b7a504e40f98408e42306d1,5,44,65,>= 10,70,>= 10,2013,US,Bernard T
5b7a504e40f98408e422fe21,5,41,65,>= 10,83,>= 10,2009,UK,Rivendell6857
5b7a2e6340f98408e422d36b,6,36,65,>= 10,178,>= 100,2016,UK,TUJune5
5b7a2e6340f98408e422d6b4,5,27,65,>= 10,70,>= 10,2009,Malaysia,
5b7a2e6340f98408e422d194,6,528,64,>= 10,153,>= 100,2011,US,Bitan A
5b7a2e6340f98408e422d5f1,6,528,64,>= 10,153,>= 100,2011,US,bits1979
5b7a803d40f98408e423332c,6,528,64,>= 10,153,>= 100,2011,US,Bitte_von
5b7a2e6340f98408e422d8f3,6,474,64,>= 10,85,>= 10,2010,UAE,Braddersowl
5b7a504e40f98408e42305be,6,388,64,>= 10,370,>= 100,2013,Japan,
5b7a504e40f98408e4230664,6,330,64,>= 10,160,>= 100,2012,Australia,mrdom
5b7a2e6340f98408e422d6b9,6,327,64,>= 10,139,>= 100,2010,Others,nissemand
5b7a803d40f98408e42332b1,6,299,64,>= 10,137,>= 100,2013,Switzerland,
5b7a504e40f98408e422fe32,5,206,64,>= 10,88,>= 10,2007,US,Agile D
5b7a504e40f98408e42306b3,6,174,64,>= 10,102,>= 100,2009,UK,Sheinri
5b7a504e40f98408e422fd68,6,157,64,>= 10,146,>= 100,2012,NA,mstratton222
5b7a504e40f98408e423038b,6,157,64,>= 10,146,>= 100,2012,NA,MsTraveller
5b7a803d40f98408e4232bb8,6,136,64,>= 10,169,>= 100,2008,Norway,
5b7a72e540f98408e42319cd,6,133,64,>= 10,124,>= 100,2014,Indonesia,
5b7a431940f98408e422f007,6,128,64,>= 10,132,>= 100,2012,Singapore,CWMassey
5b7a72e540f98408e4231bfd,6,123,64,>= 10,125,>= 100,2008,Finland,
5b7a504e40f98408e4230424,5,109,64,>= 10,73,>= 10,2010,Singapore,
5b7a431940f98408e422e4ec,6,103,64,>= 10,139,>= 100,2007,UK,Ramboclockdoc
5b7a504e40f98408e422ff16,6,89,64,>= 10,249,>= 100,2009,UK,
5b7a803d40f98408e4232c7c,6,88,64,>= 10,222,>= 100,2014,Australia,Aviv S
5b7a504e40f98408e422fca3,6,81,64,>= 10,380,>= 100,2012,Australia,Birdcall104
5b7a803d40f98408e4233091,6,80,64,>= 10,153,>= 100,2007,NA,Ash D
5b7a504e40f98408e4230248,6,71,64,>= 10,143,>= 100,2012,Indonesia,
5b7a431940f98408e422ec61,6,67,64,>= 10,245,>= 100,2013,Others,gajman2014
5b7a431940f98408e422e5d7,5,66,64,>= 10,69,>= 10,2010,Australia,23sheila
5b7a504e40f98408e422fe2d,6,65,64,>= 10,161,>= 100,2011,Australia,Maureen B
5b7a431940f98408e422eeca,6,65,64,>= 10,255,>= 100,2015,Others,Mark R
5b7a504e40f98408e4230140,6,63,64,>= 10,144,>= 100,2013,Australia,279maxf
5b7a2e6340f98408e422cf23,5,62,64,>= 10,62,>= 10,2009,Australia,
5b7a504e40f98408e4230244,6,58,64,>= 10,98,>= 10,2010,UK,shelleysings
5b7a803d40f98408e42332f7,6,58,64,>= 10,98,>= 10,2010,UK,Shellstay
5b7a431940f98408e422ee7c,6,53,64,>= 10,108,>= 100,2008,switzerland,Xavier B
5b7a431940f98408e422ef4f,6,51,64,>= 10,156,>= 100,2012,Australia,Alberto A
5b7a431940f98408e422efab,6,46,64,>= 10,135,>= 100,2015,UK,kazama82
5b7a504e40f98408e422fd64,6,46,64,>= 10,135,>= 100,2015,UK,KazaPerthWA
5b7a2e6340f98408e422d2b2,6,46,64,>= 10,255,>= 100,2013,Singapore,Burkhard F
5b7a2e6340f98408e422d3c7,5,42,64,>= 10,55,>= 10,2006,UK,Irah O
5b7a504e40f98408e4230369,5,37,64,>= 10,91,>= 10,2008,UK,Cat K
5b7a504e40f98408e42304f3,5,37,64,>= 10,73,>= 10,2011,Australia,rnarisetti
5b7a431940f98408e422e7a9,6,36,64,>= 10,87,>= 10,2013,UK,NCS2005
5b7a2e6340f98408e422d003,6,35,64,>= 10,104,>= 100,2012,UK,Toasttoastbaby
5b7a2e6340f98408e422d343,6,35,64,>= 10,104,>= 100,2012,UK,Tobers
5b7a504e40f98408e4230373,5,31,64,>= 10,71,>= 10,2012,Others,TrudesHerts
5b7a803d40f98408e42335a7,6,30,64,>= 10,171,>= 100,2014,Australia,Mummydolphin
5b7a504e40f98408e422fd6a,5,19,64,>= 10,45,>= 10,2010,NA,yuzajouxa
5b7a504e40f98408e42306e9,6,624,63,>= 10,101,>= 100,2007,Others,DamonWP
5b7a2e6340f98408e422d3cf,6,420,63,>= 10,122,>= 100,2014,France,JudyAndrews
5b7a803d40f98408e4232cf3,6,406,63,>= 10,258,>= 100,2012,US,Fernando C
5b7a431940f98408e422e8ed,6,343,63,>= 10,138,>= 100,2012,UK,Czardines
5b7a2e6340f98408e422d08d,6,291,63,>= 10,94,>= 10,2017,Germany,Susie255100
5b7a803d40f98408e423324c,4,290,63,>= 10,31,>= 10,2006,Others,chaz281188
5b7a431940f98408e422ee97,6,280,63,>= 10,167,>= 100,2015,Australia,sraghusr
5b7a2e6340f98408e422d757,6,247,63,>= 10,133,>= 100,2013,UK,Philip1171
5b7a803d40f98408e4233460,6,229,63,>= 10,102,>= 100,2009,UK,RaggaJungle
5b7a431940f98408e422ede8,6,216,63,>= 10,145,>= 100,2003,UAE,michaeljames
5b7a803d40f98408e42336a3,3,203,63,>= 10,24,>= 10,2007,UK,Panu P
5b7a504e40f98408e423021a,6,165,63,>= 10,208,>= 100,2010,Indonesia,Traveledd_one
5b7a431940f98408e422ed21,6,160,63,>= 10,113,>= 100,2009,Denmark,hdblue
5b7a431940f98408e422e662,6,158,63,>= 10,101,>= 100,2012,Singapore,Samantha C
5b7a504e40f98408e422ffdc,6,133,63,>= 10,167,>= 100,2010,US,Mippy
5b7a2e6340f98408e422d0f3,6,115,63,>= 10,152,>= 100,2010,UK,Colin H
5b7a2e6340f98408e422d4a6,4,106,63,>= 10,23,>= 10,2005,US,anaHongKong2017
5b7a2e6340f98408e422d527,6,79,63,>= 10,141,>= 100,2008,UK,
5b7a431940f98408e422e829,5,76,63,>= 10,31,>= 10,2013,Australia,Travelbug5099
5b7a2e6340f98408e422cde2,6,74,63,>= 10,180,>= 100,2014,UK,Marylila
5b7a2e6340f98408e422cf5f,6,72,63,>= 10,176,>= 100,2013,UK,
5b7a803d40f98408e4232da2,6,67,63,>= 10,130,>= 100,2013,UK,Maggie b
5b7a2e6340f98408e422cff9,6,61,63,>= 10,213,>= 100,2015,US,Felci
5b7a504e40f98408e4230146,6,57,63,>= 10,138,>= 100,2014,Australia,matty_melb
5b7a803d40f98408e42332d2,6,55,63,>= 10,108,>= 100,2010,Australia,vjmsuma
5b7a803d40f98408e42336c9,6,46,63,>= 10,165,>= 100,2009,UAE,AbelPrasad
5b7a803d40f98408e42331da,5,46,63,>= 10,90,>= 10,2012,UK,nelliebob
5b7a504e40f98408e4230250,6,45,63,>= 10,127,>= 100,2010,India,Wayne672015
5b7a504e40f98408e42307e4,6,45,63,>= 10,127,>= 100,2010,India,wayne744
5b7a431940f98408e422ee33,5,45,63,>= 10,68,>= 10,2014,US,westraveler
5b7a504e40f98408e422ffcf,5,45,63,>= 10,68,>= 10,2014,US,WestyTweedValley
5b7a2e6340f98408e422d755,5,39,63,>= 10,53,>= 10,2007,UK,Chris E
5b7a504e40f98408e423006d,5,39,63,>= 10,95,>= 10,2013,Australia,JRJacob
5b7a72e540f98408e4231812,6,38,63,>= 10,70,>= 10,2015,Singapore,
5b7a803d40f98408e423337a,6,25,63,>= 10,118,>= 100,2013,Singapore,Raymond W
5b7a2e6340f98408e422cdc0,4,22,63,>= 10,24,>= 10,2003,Sweden,Deboracris
5b7a504e40f98408e422ffc7,4,19,63,>= 10,33,>= 10,2012,UK,just_stitch
5b7a504e40f98408e422ff8a,6,502,62,>= 10,107,>= 100,2010,Australia,angelatow
5b7a504e40f98408e423020e,6,389,62,>= 10,334,>= 100,2012,US,DFJ2017
5b7a2e6340f98408e422d760,6,298,62,>= 10,154,>= 100,2009,Others,Calvin F
5b7a504e40f98408e42301a6,6,246,62,>= 10,151,>= 100,2008,US,Doris P
5b7a72e540f98408e4231e52,5,240,62,>= 10,72,>= 10,2012,Australia,angiesph
5b7a803d40f98408e4232e74,6,225,62,>= 10,145,>= 100,2006,Norway,sherry p
5b7a504e40f98408e42307ac,6,175,62,>= 10,92,>= 10,2005,Others,Vasudev N
5b7a2e6340f98408e422cde9,5,172,62,>= 10,39,>= 10,2006, Switzerland,SavvyTravelNZ
5b7a803d40f98408e423337e,6,153,62,>= 10,104,>= 100,2008,India,
5b7a504e40f98408e42301a5,5,148,62,>= 10,54,>= 10,2013,Others,sandmriley
5b7a2e6340f98408e422d8ca,6,144,62,>= 10,139,>= 100,2013,Indonesia,catherinepU4671ON
5b7a431940f98408e422e701,6,134,62,>= 10,83,>= 10,2012,UK,muellerassociates
5b7a2e6340f98408e422d046,6,111,62,>= 10,183,>= 100,2012,Sweden,Brett F
5b7a504e40f98408e42306a8,6,110,62,>= 10,136,>= 100,2009,UK,Vanimon
5b7a2e6340f98408e422cde5,5,103,62,>= 10,49,>= 10,2006,UK,AdRock007
5b7a504e40f98408e423063f,6,102,62,>= 10,100,>= 100,2012,Netherlands,intheairLosAngeles
5b7a504e40f98408e422fc4a,6,97,62,>= 10,214,>= 100,2012,UK,spindriftmonkey
5b7a431940f98408e422ed3d,6,89,62,>= 10,98,>= 10,2009,Australia,TWNTVLR
5b7a72e540f98408e4231efe,5,87,62,>= 10,88,>= 10,2012,Others,mirka15
5b7a72e540f98408e4231ede,6,79,62,>= 10,153,>= 100,2008,UK,Elan T
5b7a504e40f98408e4230549,6,79,62,>= 10,145,>= 100,2013,Canada,TheLonelyElephant143
5b7a2e6340f98408e422d397,6,75,62,>= 10,144,>= 100,2009,UK,WynChil
5b7a2e6340f98408e422d01b,6,71,62,>= 10,169,>= 100,2016,UK,mustangbeau
5b7a504e40f98408e42305f1,6,66,62,>= 10,149,>= 100,2012,Singapore,Karen R
5b7a504e40f98408e42302d3,5,62,62,>= 10,94,>= 10,2007,Malaysia,Nicknicklambert
5b7a504e40f98408e4230280,6,59,62,>= 10,196,>= 100,2013,NA,Malrider48
5b7a2e6340f98408e422ce43,6,58,62,>= 10,104,>= 100,2012,UK,noljassh
5b7a2e6340f98408e422d5ba,6,58,62,>= 10,104,>= 100,2012,UK,Nomad R
5b7a504e40f98408e42303ed,5,58,62,>= 10,78,>= 10,2013,US,
5b7a504e40f98408e4230349,6,54,62,>= 10,101,>= 100,2009,Australia,Sven D
5b7a431940f98408e422ee6b,6,51,62,>= 10,98,>= 10,2015,Singapore,
5b7a803d40f98408e4233530,6,50,62,>= 10,109,>= 100,2014,Others,Orange037
5b7a504e40f98408e4230741,6,49,62,>= 10,105,>= 100,2013,UK,Leon Y
5b7a504e40f98408e4230162,6,41,62,>= 10,78,>= 10,2015,NA,melanie111
5b7a504e40f98408e4230287,6,35,62,>= 10,106,>= 100,2015,Australia,Vitor M
5b7a504e40f98408e422fdce,5,35,62,>= 10,62,>= 10,2006,New Zealand,PhilipJepson
5b7a504e40f98408e4230147,6,26,62,>= 10,92,>= 10,2011,Singapore,Regine L
5b7a72e540f98408e42314eb,6,25,62,>= 10,127,>= 100,2014,Indonesia,wbasil
5b7a72e540f98408e4231e28,6,25,62,>= 10,127,>= 100,2014,Indonesia,WBradfordGary
5b7a803d40f98408e42333a7,5,13,62,>= 10,66,>= 10,2014,UK,Miamarikka
5b7a431940f98408e422ec70,6,491,61,>= 10,80,>= 10,2012,Italy,Fiona D
5b7a2e6340f98408e422d892,6,329,61,>= 10,171,>= 100,2012,Singapore,rbrech
5b7a504e40f98408e4230001,6,321,61,>= 10,104,>= 100,2009,Australia,Vasanasa
5b7a504e40f98408e423065b,6,293,61,>= 10,109,>= 100,2010,UK,Rashigoel9
5b7a504e40f98408e422fd63,6,235,61,>= 10,184,>= 100,2013,Australia,
5b7a431940f98408e422e812,6,194,61,>= 10,95,>= 10,2007,UK,peter s
5b7a504e40f98408e423049a,6,190,61,>= 10,122,>= 100,2006,UK,kbayes
5b7a504e40f98408e423075b,5,188,61,>= 10,88,>= 10,2011,Australia,Sachin_Prasad
5b7a504e40f98408e423057f,5,179,61,>= 10,60,>= 10,2007,Australia,Janzell
5b7a504e40f98408e4230652,6,163,61,>= 10,138,>= 100,2010,Sweden,MizTreenie
5b7a504e40f98408e423007f,6,160,61,>= 10,107,>= 100,2009,Australia,SDJ147
5b7a504e40f98408e422fdc3,5,145,61,>= 10,91,>= 10,2003,US,Bkap11
5b7a2e6340f98408e422d844,6,97,61,>= 10,200,>= 100,2012,New Zealand,Rhuari M
5b7a504e40f98408e42301a1,5,94,61,>= 10,86,>= 10,2009,Australia,R9393XFalexandera
5b7a431940f98408e422efed,6,75,61,>= 10,104,>= 100,2007,Malaysia,Tita P
5b7a2e6340f98408e422d48e,5,66,61,>= 10,84,>= 10,2013,India,H6947YTannaw
5b7a803d40f98408e4233618,5,66,61,>= 10,84,>= 10,2013,India,Haaienvoer
5b7a2e6340f98408e422cdc7,6,62,61,>= 10,294,>= 100,2013,NA,IO0908
5b7a72e540f98408e4231c18,6,53,61,>= 10,154,>= 100,2008,UK,Abha N
5b7a2e6340f98408e422d03e,6,53,61,>= 10,112,>= 100,2012,Japan,TinaHirte
5b7a2e6340f98408e422d5e9,6,53,61,>= 10,104,>= 100,2011,UK,PritiDS
5b7a431940f98408e422ef34,6,51,61,>= 10,135,>= 100,2012,NA,gunsnroses14
5b7a431940f98408e422f021,5,48,61,>= 10,71,>= 10,2011,UK,Jonesy1971
5b7a504e40f98408e42300d4,5,45,61,>= 10,87,>= 10,2012,UK,jacbinu
5b7a72e540f98408e4231bf2,6,42,61,>= 10,93,>= 10,2012,Indonesia,
5b7a803d40f98408e42332f0,6,40,61,>= 10,112,>= 100,2012,UK,Was T
5b7a2e6340f98408e422d358,6,39,61,>= 10,124,>= 100,2011,NA,Heath2
5b7a803d40f98408e42335ec,5,35,61,>= 10,88,>= 10,2009,UK,emyxu
5b7a803d40f98408e4233453,6,34,61,>= 10,124,>= 100,2012,UK,mynameissari
5b7a2e6340f98408e422d57f,6,32,61,>= 10,189,>= 100,2013,UK,LeeTravelGoddess
5b7a431940f98408e422e9f1,5,24,61,>= 10,58,>= 10,2005,UK,Ed T
5b7a504e40f98408e422fe55,5,24,61,>= 10,58,>= 10,2005,UK,Eddie M
5b7a504e40f98408e4230228,5,23,61,>= 10,75,>= 10,2013,US,Kate M
5b7a2e6340f98408e422d410,5,20,61,>= 10,42,>= 10,2015,NA,MelvinLin
5b7a504e40f98408e4230171,6,19,61,>= 10,145,>= 100,2013,Singapore,Adele W
5b7a504e40f98408e423014a,6,17,61,>= 10,98,>= 10,2006,Others,jloPerth
5b7a2e6340f98408e422d103,4,13,61,>= 10,19,>= 10,2005,New Zealand,
5b7a2e6340f98408e422d695,3,11,61,>= 10,18,>= 10,2010,UK,Abhishek B
5b7a2e6340f98408e422d1af,5,383,60,>= 10,72,>= 10,2012,NA,Randy T
5b7a2e6340f98408e422d0dd,6,382,60,>= 10,213,>= 100,2012,US,bug09
5b7a504e40f98408e42304ea,6,365,60,>= 10,162,>= 100,2008,UK,OnMyWay62
5b7a803d40f98408e4233670,5,344,60,>= 10,69,>= 10,2008,UK,belonderful
5b7a72e540f98408e4231d8a,6,323,60,>= 10,100,>= 100,2009,US,Snk2228
5b7a504e40f98408e42304ee,4,305,60,>= 10,41,>= 10,2009,Australia,Lindy W
